style,brand,color,price,occasion,match_success
FAS,New Balance,NEU,764,sport,1
FAS,Adidas,BLK,220,sport,1
SOC,Vans,COL,952,formal,0
CAS,Nike,WHT,650,formal,0
ESP,Nike,WHT,816,sport,1
FAS,Converse,NEU,680,sport,1
SOC,Nike,COL,866,casual,0
CAS,New Balance,NEU,104,formal,1
FAS,Nike,NEU,776,sport,0
VIN,New Balance,WHT,951,sport,1
SOC,Nike,COL,193,casual,1
VIN,Converse,BLK,444,sport,0
FAS,Vans,BLK,462,casual,0
FAS,Converse,BLK,614,sport,1
FAS,Adidas,BLK,777,casual,0
SOC,New Balance,COL,895,sport,1
CAS,Adidas,WHT,821,casual,1
VIN,Adidas,COL,170,formal,1
SOC,Adidas,NEU,681,casual,0
ESP,New Balance,BLK,307,formal,0
SOC,Converse,NEU,282,formal,0
ESP,Vans,WHT,999,sport,1
ESP,Nike,WHT,496,formal,1
SOC,Converse,BLK,381,casual,0
FAS,Nike,WHT,448,formal,0
ESP,Nike,COL,399,casual,1
CAS,Nike,WHT,539,formal,1
ESP,New Balance,WHT,768,sport,1
FAS,Adidas,BLK,633,casual,0
VIN,New Balance,COL,857,casual,0
CAS,Vans,COL,184,casual,1
VIN,Vans,NEU,170,sport,1
VIN,Vans,BLK,737,formal,0
FAS,Vans,COL,422,casual,0
CAS,Converse,COL,427,formal,0
SOC,Vans,COL,594,sport,0
CAS,Converse,BLK,809,sport,0
FAS,Vans,BLK,861,formal,0
FAS,Adidas,NEU,470,formal,1
SOC,Nike,WHT,479,casual,0
VIN,Nike,WHT,367,formal,1
VIN,Vans,NEU,892,sport,0
SOC,Nike,BLK,837,formal,1
FAS,Converse,COL,415,formal,1
CAS,New Balance,COL,343,casual,1
VIN,Converse,NEU,561,sport,1
FAS,Adidas,WHT,339,formal,1
ESP,Converse,COL,746,formal,1
CAS,Nike,COL,647,sport,1
VIN,Adidas,WHT,634,formal,0
FAS,Adidas,NEU,719,formal,1
ESP,Nike,WHT,986,casual,1
ESP,New Balance,BLK,980,sport,0
SOC,Vans,COL,885,sport,1
SOC,New Balance,NEU,362,casual,0
VIN,Vans,COL,961,sport,0
ESP,Nike,COL,326,casual,0
SOC,Adidas,BLK,337,casual,1
VIN,Nike,NEU,715,casual,0
VIN,Vans,WHT,324,formal,1
FAS,Vans,WHT,538,casual,1
SOC,Adidas,COL,904,formal,1
ESP,Converse,NEU,102,casual,0
CAS,Vans,WHT,133,formal,0
SOC,Converse,BLK,964,sport,0
VIN,Nike,NEU,250,sport,1
SOC,Converse,NEU,746,sport,1
SOC,Adidas,BLK,597,casual,1
SOC,Vans,BLK,328,casual,1
SOC,Vans,NEU,412,casual,1
ESP,Nike,WHT,680,sport,1
SOC,Nike,BLK,285,casual,0
FAS,Converse,NEU,212,formal,1
FAS,Nike,BLK,846,formal,0
FAS,Vans,WHT,415,formal,1
SOC,Vans,BLK,866,sport,1
FAS,New Balance,WHT,777,formal,1
ESP,New Balance,WHT,347,formal,1
FAS,Nike,WHT,332,formal,1
SOC,Vans,WHT,247,sport,0
VIN,Converse,WHT,853,casual,0
CAS,Nike,WHT,205,casual,1
CAS,New Balance,WHT,989,casual,1
FAS,Adidas,NEU,126,sport,1
CAS,Vans,BLK,112,sport,1
VIN,Converse,COL,794,casual,0
VIN,Converse,WHT,242,formal,0
ESP,New Balance,WHT,295,formal,1
CAS,New Balance,WHT,601,casual,1
SOC,Nike,WHT,731,formal,0
FAS,Adidas,WHT,300,formal,1
SOC,Nike,NEU,874,sport,0
SOC,Nike,NEU,190,formal,1
CAS,Nike,BLK,241,sport,0
SOC,Converse,BLK,291,sport,1
FAS,New Balance,BLK,694,sport,0
CAS,New Balance,NEU,168,sport,1
FAS,Converse,BLK,111,formal,0
VIN,Converse,WHT,740,sport,0
SOC,Vans,COL,474,casual,0
VIN,Vans,BLK,571,casual,0
CAS,Nike,NEU,214,formal,1
CAS,New Balance,WHT,425,sport,0
ESP,Adidas,BLK,741,sport,0
ESP,Vans,NEU,174,sport,1
FAS,Vans,COL,103,sport,1
CAS,Adidas,BLK,733,sport,0
FAS,Vans,BLK,381,casual,0
VIN,Vans,WHT,908,formal,0
VIN,Adidas,BLK,370,sport,0
ESP,Vans,COL,927,sport,0
CAS,Vans,WHT,985,casual,0
VIN,Vans,NEU,755,casual,1
SOC,New Balance,COL,764,formal,0
ESP,New Balance,WHT,987,formal,1
CAS,Adidas,WHT,739,sport,1
VIN,Adidas,NEU,651,formal,0
CAS,Adidas,BLK,742,sport,1
CAS,Nike,BLK,232,casual,0
ESP,New Balance,WHT,209,formal,1
FAS,Nike,BLK,561,formal,0
ESP,Vans,WHT,735,casual,1
FAS,Vans,COL,517,casual,0
CAS,New Balance,BLK,807,sport,0
VIN,New Balance,NEU,691,casual,1
FAS,Nike,WHT,398,casual,1
CAS,Vans,NEU,384,sport,1
ESP,Vans,BLK,789,formal,1
ESP,Converse,COL,521,casual,1
FAS,New Balance,BLK,236,sport,0
VIN,Vans,BLK,650,sport,1
ESP,New Balance,BLK,503,sport,0
CAS,Converse,BLK,408,casual,1
VIN,Nike,BLK,792,formal,1
ESP,Nike,NEU,929,formal,0
ESP,Adidas,BLK,640,formal,1
SOC,New Balance,BLK,898,sport,1
VIN,Vans,BLK,500,casual,0
VIN,Adidas,COL,375,sport,0
CAS,New Balance,BLK,610,sport,0
ESP,Vans,WHT,951,sport,0
VIN,Adidas,NEU,710,formal,1
ESP,New Balance,NEU,905,sport,0
FAS,New Balance,WHT,215,casual,1
ESP,Converse,COL,684,formal,0
CAS,Adidas,NEU,342,sport,0
CAS,Adidas,NEU,907,sport,1
VIN,New Balance,BLK,505,formal,1
ESP,Adidas,WHT,566,casual,1
CAS,Converse,COL,342,sport,1
ESP,New Balance,BLK,194,formal,0
VIN,Adidas,COL,275,formal,1
SOC,New Balance,WHT,433,formal,0
ESP,New Balance,NEU,608,formal,0
ESP,Nike,COL,341,sport,1
VIN,Converse,NEU,641,formal,0
ESP,New Balance,COL,624,casual,0
FAS,Nike,NEU,919,casual,1
CAS,Converse,WHT,834,casual,0
ESP,Adidas,NEU,104,formal,1
FAS,Adidas,COL,850,casual,1
SOC,Nike,COL,881,formal,1
FAS,New Balance,NEU,866,formal,1
ESP,Nike,BLK,764,sport,1
VIN,Adidas,COL,971,formal,0
SOC,Vans,NEU,879,sport,0
SOC,Nike,NEU,332,casual,0
VIN,Vans,BLK,561,formal,1
FAS,New Balance,NEU,734,sport,1
ESP,Converse,NEU,263,formal,1
FAS,New Balance,BLK,760,casual,1
FAS,Converse,COL,907,sport,1
ESP,Vans,WHT,940,casual,0
FAS,Converse,WHT,749,casual,1
VIN,New Balance,COL,964,casual,0
SOC,Nike,COL,678,formal,1
ESP,Vans,COL,335,casual,0
VIN,New Balance,BLK,183,casual,0
ESP,Nike,COL,408,sport,1
VIN,Adidas,WHT,956,sport,0
ESP,New Balance,BLK,383,sport,1
VIN,Adidas,BLK,563,casual,1
VIN,Converse,WHT,577,sport,1
ESP,Converse,COL,934,formal,0
ESP,Nike,WHT,276,sport,1
CAS,New Balance,NEU,572,sport,0
ESP,Vans,WHT,548,casual,0
CAS,Converse,NEU,212,casual,0
SOC,Converse,WHT,967,casual,1
VIN,Converse,NEU,806,casual,0
ESP,Converse,NEU,359,sport,0
CAS,Vans,BLK,105,formal,0
CAS,Adidas,COL,932,casual,1
FAS,Converse,BLK,923,sport,0
SOC,New Balance,COL,221,formal,0
SOC,Nike,BLK,743,casual,1
VIN,Converse,COL,490,formal,1
FAS,Vans,BLK,785,sport,1
ESP,Converse,COL,580,casual,1
ESP,Adidas,COL,883,sport,1
ESP,New Balance,NEU,940,casual,0
ESP,Converse,BLK,164,sport,1
FAS,Converse,COL,106,formal,1
VIN,Adidas,NEU,827,casual,1
VIN,Adidas,WHT,991,casual,0
FAS,New Balance,COL,401,casual,0
ESP,Vans,COL,365,formal,1
ESP,New Balance,WHT,681,sport,1
ESP,Nike,NEU,327,formal,0
CAS,Vans,COL,615,formal,0
SOC,Adidas,NEU,356,casual,0
ESP,Vans,WHT,763,casual,1
SOC,New Balance,COL,649,casual,0
VIN,Adidas,BLK,789,sport,1
SOC,Converse,WHT,521,sport,0
SOC,Nike,COL,247,sport,1
FAS,Adidas,NEU,229,casual,1
VIN,Vans,NEU,122,sport,1
ESP,Adidas,WHT,643,formal,1
SOC,New Balance,COL,829,formal,0
SOC,Vans,NEU,381,casual,1
ESP,Adidas,NEU,270,sport,1
ESP,Vans,BLK,238,casual,0
SOC,New Balance,BLK,253,sport,1
CAS,Adidas,BLK,727,casual,1
SOC,Converse,WHT,722,casual,0
FAS,Adidas,BLK,558,sport,0
ESP,Converse,NEU,228,formal,1
ESP,Vans,COL,482,casual,1
SOC,Converse,COL,419,sport,0
FAS,Vans,NEU,691,casual,1
ESP,New Balance,NEU,157,sport,1
VIN,Nike,NEU,836,formal,1
VIN,Converse,COL,646,formal,0
ESP,Vans,WHT,951,formal,1
CAS,Adidas,BLK,940,formal,0
SOC,New Balance,NEU,607,casual,1
VIN,Adidas,NEU,809,casual,0
CAS,Converse,WHT,865,casual,1
FAS,Adidas,WHT,505,sport,0
VIN,Adidas,COL,301,formal,1
CAS,Nike,BLK,308,casual,1
FAS,Adidas,WHT,942,formal,1
CAS,Adidas,NEU,287,sport,1
CAS,Converse,BLK,854,sport,1
SOC,Adidas,WHT,807,casual,1
CAS,Converse,NEU,874,casual,1
FAS,Vans,NEU,412,sport,0
SOC,New Balance,BLK,440,sport,1
SOC,Vans,BLK,328,sport,1
CAS,Converse,NEU,355,formal,1
ESP,Nike,COL,986,sport,1
VIN,Adidas,WHT,288,formal,1
VIN,New Balance,WHT,895,formal,1
VIN,New Balance,COL,789,formal,1
SOC,New Balance,COL,796,formal,0
SOC,Vans,BLK,679,formal,0
VIN,Nike,COL,999,sport,1
VIN,Converse,COL,578,sport,1
SOC,Nike,NEU,610,formal,1
FAS,Nike,BLK,912,sport,0
CAS,Adidas,NEU,210,sport,1
CAS,Vans,BLK,321,casual,0
VIN,Nike,NEU,363,sport,1
VIN,Nike,BLK,377,sport,1
SOC,Vans,WHT,613,sport,1
FAS,New Balance,NEU,304,formal,1
FAS,Adidas,WHT,634,formal,1
FAS,Adidas,COL,834,formal,1
ESP,Nike,NEU,534,sport,0
ESP,Converse,COL,754,sport,0
VIN,Converse,WHT,990,formal,1
ESP,Converse,COL,344,sport,1
CAS,Nike,WHT,578,formal,1
FAS,Adidas,COL,242,casual,0
FAS,New Balance,COL,294,formal,1
SOC,Vans,COL,127,formal,0
FAS,Converse,BLK,211,formal,1
ESP,New Balance,WHT,512,formal,1
FAS,Vans,COL,946,sport,1
FAS,Adidas,COL,253,sport,0
CAS,Vans,COL,581,formal,1
FAS,Vans,WHT,799,formal,0
SOC,New Balance,COL,396,sport,0
SOC,Vans,NEU,981,formal,1
SOC,Adidas,COL,349,casual,1
VIN,Converse,BLK,911,sport,0
VIN,Converse,COL,912,casual,0
ESP,Nike,WHT,218,casual,1
FAS,Converse,BLK,841,sport,1
ESP,Adidas,WHT,258,casual,1
SOC,Nike,COL,661,casual,0
CAS,Nike,COL,243,formal,1
SOC,Converse,NEU,639,casual,0
FAS,Converse,NEU,737,casual,1
ESP,Vans,NEU,809,sport,0
FAS,New Balance,WHT,336,casual,0
FAS,Nike,COL,468,sport,1
VIN,Nike,COL,841,formal,0
CAS,Converse,WHT,681,formal,0
SOC,Adidas,COL,930,sport,0
FAS,Adidas,WHT,472,sport,1
VIN,Adidas,WHT,492,casual,1
ESP,New Balance,NEU,255,casual,0
CAS,Adidas,WHT,236,casual,1
FAS,Nike,COL,925,casual,1
SOC,Vans,COL,685,sport,0
CAS,New Balance,BLK,497,formal,1
ESP,Adidas,NEU,871,casual,1
FAS,New Balance,COL,854,formal,1
ESP,Adidas,COL,949,sport,1
FAS,Converse,COL,732,casual,0
FAS,New Balance,NEU,466,formal,0
FAS,Vans,WHT,649,casual,1
ESP,Converse,WHT,166,sport,1
SOC,Vans,NEU,964,formal,1
CAS,Nike,BLK,630,casual,0
FAS,New Balance,COL,895,sport,1
ESP,Vans,BLK,720,formal,1
ESP,Adidas,BLK,805,casual,1
FAS,Converse,NEU,209,sport,1
SOC,Adidas,COL,870,formal,1
CAS,Adidas,COL,314,sport,1
VIN,Converse,WHT,664,sport,1
SOC,Adidas,NEU,277,formal,0
ESP,Nike,NEU,879,sport,0
FAS,Adidas,NEU,919,formal,0
SOC,New Balance,COL,929,formal,0
VIN,Adidas,WHT,363,formal,0
SOC,New Balance,WHT,685,sport,0
CAS,Converse,NEU,667,sport,1
FAS,Vans,BLK,829,formal,1
CAS,Adidas,COL,209,formal,1
FAS,Adidas,WHT,597,casual,1
FAS,Adidas,BLK,456,sport,0
VIN,Vans,NEU,751,formal,0
FAS,Converse,NEU,759,casual,1
SOC,Adidas,WHT,644,sport,1
FAS,Nike,COL,456,formal,1
FAS,Nike,COL,103,sport,1
ESP,Nike,BLK,176,casual,1
CAS,Nike,NEU,757,sport,0
SOC,Adidas,NEU,711,casual,0
SOC,Nike,BLK,323,casual,0
SOC,Converse,NEU,963,sport,0
VIN,Nike,BLK,842,sport,1
SOC,Converse,WHT,733,casual,1
ESP,Nike,COL,446,sport,1
VIN,Adidas,COL,936,casual,1
SOC,Nike,BLK,726,casual,1
SOC,New Balance,WHT,308,formal,1
FAS,Adidas,BLK,552,formal,1
CAS,Vans,NEU,775,casual,1
ESP,New Balance,NEU,848,casual,1
VIN,Converse,COL,388,casual,1
VIN,New Balance,BLK,865,formal,0
FAS,Nike,WHT,499,sport,1
ESP,Nike,BLK,159,formal,1
CAS,Nike,COL,764,casual,1
VIN,Converse,BLK,599,sport,0
SOC,Vans,WHT,743,formal,1
VIN,Vans,WHT,135,sport,0
SOC,Converse,NEU,347,casual,1
CAS,New Balance,NEU,319,formal,1
SOC,Adidas,NEU,410,formal,1
VIN,Vans,WHT,253,casual,1
VIN,Nike,NEU,286,sport,1
ESP,Vans,BLK,883,formal,1
VIN,Vans,BLK,741,casual,1
FAS,Converse,NEU,448,casual,0
ESP,Nike,COL,330,sport,1
VIN,New Balance,BLK,795,casual,0
SOC,New Balance,WHT,569,formal,1
FAS,Converse,NEU,334,casual,1
SOC,Vans,NEU,418,formal,1
ESP,Adidas,COL,946,sport,1
CAS,New Balance,WHT,879,sport,1
VIN,New Balance,COL,481,casual,1
VIN,Converse,WHT,237,formal,1
VIN,Nike,NEU,221,sport,1
SOC,Vans,WHT,972,sport,1
VIN,New Balance,WHT,386,formal,0
SOC,Converse,NEU,182,casual,1
VIN,New Balance,WHT,412,sport,0
ESP,Converse,BLK,872,casual,1
CAS,New Balance,WHT,270,casual,0
CAS,Nike,WHT,385,sport,1
ESP,Vans,COL,157,sport,1
SOC,Vans,NEU,629,casual,0
FAS,Nike,COL,489,formal,1
ESP,Vans,COL,122,casual,1
CAS,Vans,COL,350,formal,1
ESP,Converse,BLK,538,sport,1
CAS,Adidas,BLK,438,formal,1
VIN,New Balance,BLK,597,casual,0
ESP,New Balance,COL,256,formal,1
FAS,Converse,COL,755,formal,0
VIN,Nike,BLK,982,sport,1
SOC,New Balance,WHT,357,formal,0
SOC,Nike,BLK,440,formal,0
SOC,Vans,BLK,772,sport,1
VIN,Vans,NEU,242,sport,1
SOC,Vans,COL,680,formal,1
ESP,Vans,COL,604,casual,1
VIN,Converse,NEU,800,casual,1
CAS,Adidas,WHT,747,sport,0
VIN,Converse,BLK,805,formal,0
ESP,Converse,COL,182,formal,1
VIN,Nike,BLK,386,casual,0
FAS,Nike,BLK,368,formal,0
VIN,Nike,COL,527,formal,1
ESP,Adidas,COL,135,casual,1
CAS,Adidas,COL,365,sport,0
FAS,Vans,WHT,247,formal,0
SOC,New Balance,BLK,345,casual,1
ESP,New Balance,COL,925,casual,0
CAS,New Balance,BLK,404,formal,0
ESP,New Balance,NEU,564,casual,0
CAS,Adidas,NEU,261,sport,1
SOC,New Balance,BLK,904,casual,0
FAS,New Balance,COL,492,sport,1
CAS,Adidas,BLK,321,formal,0
SOC,Vans,NEU,399,sport,0
CAS,Adidas,NEU,503,formal,1
CAS,Vans,WHT,600,formal,1
CAS,Adidas,BLK,848,casual,0
CAS,Adidas,BLK,499,sport,1
CAS,Nike,COL,357,casual,0
ESP,Nike,BLK,117,sport,0
CAS,Vans,BLK,810,formal,0
FAS,Adidas,BLK,983,sport,1
ESP,Converse,NEU,627,formal,1
SOC,New Balance,COL,314,formal,0
SOC,Vans,BLK,179,formal,0
FAS,Adidas,NEU,912,sport,0
CAS,Vans,NEU,820,formal,0
VIN,Converse,COL,407,sport,0
SOC,Vans,WHT,857,sport,1
ESP,Converse,WHT,510,formal,0
ESP,New Balance,WHT,722,formal,1
CAS,Nike,WHT,172,sport,1
FAS,Nike,COL,998,sport,0
ESP,Vans,WHT,892,casual,1
VIN,New Balance,BLK,370,sport,1
FAS,Vans,COL,748,sport,1
VIN,Nike,WHT,870,formal,1
SOC,Nike,NEU,118,casual,0
VIN,Converse,COL,909,casual,0
VIN,Vans,COL,212,sport,0
FAS,Adidas,WHT,422,casual,0
ESP,New Balance,WHT,695,formal,1
SOC,Converse,NEU,934,sport,0
VIN,Nike,BLK,341,formal,1
VIN,Nike,BLK,102,casual,0
ESP,Adidas,BLK,395,formal,1
SOC,New Balance,WHT,456,sport,0
VIN,New Balance,WHT,411,sport,0
FAS,Converse,NEU,816,casual,1
CAS,Adidas,WHT,824,sport,1
SOC,Adidas,NEU,978,formal,0
FAS,Nike,NEU,904,formal,1
FAS,New Balance,WHT,193,sport,0
ESP,Converse,BLK,417,formal,1
SOC,Nike,BLK,528,casual,1
SOC,Nike,NEU,539,formal,0
FAS,New Balance,WHT,736,sport,1
ESP,Adidas,COL,831,formal,1
CAS,Nike,BLK,133,casual,0
FAS,New Balance,COL,552,sport,1
VIN,Vans,BLK,328,sport,0
VIN,Adidas,COL,482,formal,0
VIN,Adidas,NEU,253,casual,1
CAS,Nike,COL,308,formal,1
VIN,Vans,NEU,952,casual,0
VIN,New Balance,WHT,564,casual,0
FAS,New Balance,BLK,539,casual,1
SOC,Adidas,BLK,857,casual,1
VIN,Nike,WHT,240,casual,1
VIN,Converse,NEU,681,formal,1
VIN,Nike,WHT,354,sport,1
CAS,Vans,BLK,391,casual,1
FAS,New Balance,COL,263,formal,0
VIN,Nike,BLK,849,sport,1
FAS,Adidas,BLK,245,sport,1
ESP,Vans,NEU,658,formal,1
VIN,Adidas,WHT,135,sport,1
CAS,Converse,BLK,373,formal,0
VIN,Nike,WHT,307,formal,1
SOC,New Balance,NEU,571,sport,0
CAS,Nike,NEU,802,sport,0
FAS,Converse,COL,910,casual,1
SOC,New Balance,NEU,461,casual,0
SOC,Converse,NEU,647,formal,1
VIN,Vans,BLK,800,sport,1
CAS,New Balance,WHT,327,casual,0
CAS,New Balance,BLK,886,sport,1
SOC,New Balance,WHT,355,sport,0
VIN,Converse,COL,499,formal,0
SOC,Adidas,NEU,446,sport,0
SOC,Vans,WHT,640,casual,1
VIN,Nike,COL,878,casual,0
CAS,Vans,WHT,968,casual,0
VIN,Converse,NEU,760,sport,0
VIN,New Balance,BLK,272,casual,1
SOC,Adidas,NEU,271,casual,0
VIN,Nike,BLK,960,sport,0
FAS,Converse,WHT,649,formal,0
FAS,Vans,WHT,593,casual,1
VIN,New Balance,COL,428,formal,1
SOC,Nike,BLK,259,sport,0
CAS,Converse,COL,120,formal,0
CAS,Nike,NEU,337,sport,0
VIN,Converse,WHT,624,formal,0
ESP,Nike,NEU,472,casual,0
VIN,New Balance,WHT,896,sport,0
SOC,Nike,WHT,935,casual,0
VIN,New Balance,BLK,995,sport,1
VIN,Converse,NEU,914,formal,0
ESP,New Balance,COL,355,casual,1
SOC,Converse,BLK,606,sport,1
SOC,Converse,NEU,511,sport,0
FAS,Nike,WHT,622,casual,1
FAS,Converse,BLK,467,sport,1
CAS,Vans,COL,380,sport,1
VIN,Adidas,BLK,238,sport,0
FAS,Adidas,COL,919,casual,0
CAS,Vans,COL,176,sport,0
CAS,Nike,BLK,968,sport,1
ESP,Adidas,WHT,556,casual,0
CAS,Vans,NEU,458,casual,1
CAS,Adidas,NEU,135,formal,0
ESP,New Balance,NEU,167,formal,1
CAS,Nike,WHT,831,casual,0
ESP,Adidas,BLK,334,formal,1
FAS,Converse,WHT,889,formal,1
VIN,Nike,WHT,261,sport,1
SOC,Vans,COL,696,formal,1
VIN,New Balance,BLK,628,sport,1
CAS,Nike,COL,557,sport,0
CAS,New Balance,BLK,802,formal,0
SOC,Vans,NEU,859,formal,1
ESP,Converse,COL,928,casual,1
VIN,Adidas,COL,982,formal,1
ESP,Nike,WHT,959,sport,1
ESP,Adidas,BLK,668,formal,0
CAS,Vans,COL,109,sport,1
SOC,Adidas,COL,389,formal,1
VIN,Adidas,BLK,952,sport,0
SOC,Converse,NEU,911,sport,1
CAS,Vans,COL,350,formal,0
ESP,Converse,BLK,802,casual,1
VIN,Vans,NEU,384,formal,0
FAS,Vans,BLK,956,formal,0
CAS,Adidas,COL,898,casual,1
FAS,Vans,WHT,214,casual,1
SOC,Vans,BLK,379,formal,0
SOC,Nike,BLK,416,casual,0
FAS,Adidas,COL,832,formal,0
FAS,Vans,WHT,996,casual,1
SOC,Nike,NEU,683,casual,1
CAS,Nike,BLK,799,formal,0
FAS,Vans,WHT,161,casual,1
VIN,Nike,WHT,772,sport,0
SOC,Vans,NEU,163,sport,1
VIN,Vans,COL,242,casual,0
VIN,New Balance,NEU,593,casual,0
FAS,Nike,WHT,570,formal,1
SOC,Converse,COL,533,formal,0
CAS,Converse,COL,413,sport,1
SOC,Vans,COL,445,sport,0
ESP,Vans,BLK,158,formal,0
ESP,New Balance,COL,215,formal,1
FAS,Converse,WHT,773,sport,0
VIN,Vans,BLK,225,formal,1
ESP,Adidas,BLK,410,casual,0
CAS,Nike,BLK,616,sport,0
FAS,New Balance,WHT,675,formal,1
FAS,New Balance,WHT,874,formal,1
ESP,New Balance,WHT,958,formal,1
SOC,Converse,COL,241,sport,0
FAS,Vans,WHT,979,casual,0
ESP,Converse,WHT,292,sport,1
CAS,Nike,WHT,745,casual,0
FAS,Adidas,WHT,333,formal,0
ESP,Nike,WHT,840,casual,0
CAS,Converse,BLK,199,casual,0
CAS,Vans,WHT,870,casual,0
FAS,Adidas,BLK,748,sport,1
CAS,Nike,NEU,522,sport,1
ESP,Nike,BLK,723,casual,0
CAS,New Balance,WHT,606,sport,1
CAS,Vans,NEU,428,formal,1
ESP,New Balance,BLK,402,casual,1
VIN,Adidas,BLK,658,sport,1
VIN,Nike,COL,165,formal,0
SOC,Nike,WHT,984,formal,1
VIN,Nike,COL,748,sport,0
SOC,Vans,NEU,425,sport,0
VIN,Adidas,NEU,687,sport,1
SOC,Adidas,BLK,449,sport,1
SOC,Vans,NEU,553,casual,1
FAS,New Balance,NEU,418,sport,1
CAS,Adidas,WHT,459,sport,1
FAS,New Balance,WHT,775,casual,0
SOC,Vans,COL,164,formal,0
VIN,Nike,WHT,487,formal,0
ESP,Nike,BLK,480,formal,0
VIN,New Balance,NEU,839,sport,0
SOC,Converse,COL,368,casual,1
CAS,Adidas,NEU,482,casual,1
ESP,Nike,COL,115,sport,1
SOC,Converse,NEU,717,casual,1
ESP,New Balance,NEU,544,casual,0
CAS,New Balance,BLK,427,sport,1
FAS,Converse,COL,843,casual,1
FAS,New Balance,NEU,325,formal,1
VIN,New Balance,BLK,216,formal,1
ESP,New Balance,WHT,679,sport,0
ESP,Converse,WHT,322,casual,1
SOC,New Balance,BLK,563,formal,1
VIN,Nike,COL,201,casual,0
CAS,New Balance,COL,948,formal,0
VIN,New Balance,NEU,222,formal,0
CAS,Adidas,COL,121,casual,1
VIN,Nike,COL,784,sport,1
SOC,Adidas,WHT,283,sport,0
FAS,Adidas,NEU,114,formal,1
CAS,Vans,WHT,303,casual,0
SOC,Vans,WHT,848,formal,0
ESP,Converse,WHT,577,formal,1
FAS,Vans,WHT,603,casual,1
ESP,Converse,NEU,744,formal,1
CAS,Converse,WHT,832,formal,1
ESP,Adidas,WHT,820,casual,0
CAS,Nike,BLK,175,sport,0
CAS,Adidas,WHT,100,formal,1
ESP,Converse,BLK,532,sport,0
CAS,Vans,WHT,941,formal,1
ESP,Adidas,COL,108,formal,1
CAS,Converse,COL,240,casual,1
FAS,Adidas,WHT,608,sport,0
SOC,Vans,NEU,542,sport,1
FAS,New Balance,COL,889,formal,0
ESP,Vans,BLK,141,casual,1
SOC,Nike,COL,815,formal,0
VIN,Adidas,WHT,717,sport,0
VIN,New Balance,BLK,825,sport,0
FAS,New Balance,BLK,151,formal,1
CAS,New Balance,WHT,583,casual,0
ESP,Vans,WHT,883,formal,1
CAS,Vans,NEU,668,casual,0
CAS,Adidas,NEU,619,formal,1
ESP,Vans,BLK,991,sport,0
SOC,Nike,BLK,609,sport,1
CAS,Vans,BLK,728,formal,0
CAS,Converse,NEU,613,formal,0
VIN,Vans,COL,951,formal,0
CAS,Vans,BLK,667,sport,1
VIN,Nike,WHT,919,casual,1
VIN,New Balance,COL,618,formal,1
ESP,Nike,BLK,507,sport,1
VIN,Converse,COL,350,sport,0
CAS,Converse,COL,982,formal,1
FAS,Nike,WHT,619,casual,1
CAS,Nike,NEU,236,casual,0
CAS,Converse,COL,854,formal,0
CAS,New Balance,NEU,191,casual,1
ESP,Adidas,WHT,379,sport,1
FAS,Converse,BLK,558,formal,1
VIN,New Balance,NEU,441,casual,1
SOC,Nike,BLK,715,casual,1
SOC,Converse,COL,480,sport,0
VIN,Converse,NEU,623,casual,0
ESP,Converse,WHT,844,casual,1
VIN,Nike,COL,414,formal,0
ESP,Adidas,COL,399,casual,0
VIN,New Balance,BLK,661,sport,1
VIN,Nike,BLK,550,casual,0
CAS,Converse,BLK,348,formal,0
FAS,Converse,COL,505,casual,1
SOC,Nike,NEU,693,casual,1
CAS,Vans,COL,415,casual,1
SOC,Vans,NEU,928,sport,0
ESP,Vans,NEU,987,casual,0
SOC,Converse,WHT,920,sport,1
SOC,Nike,BLK,936,casual,0
FAS,New Balance,COL,659,formal,0
CAS,New Balance,NEU,610,formal,1
ESP,Vans,NEU,913,sport,1
ESP,Nike,COL,702,sport,1
SOC,Nike,COL,245,sport,1
CAS,Adidas,COL,868,sport,1
VIN,New Balance,COL,627,formal,0
FAS,Converse,BLK,369,casual,1
FAS,Adidas,NEU,299,formal,1
SOC,Nike,NEU,701,casual,1
FAS,Adidas,NEU,462,sport,0
SOC,New Balance,BLK,616,formal,1
ESP,Vans,WHT,661,casual,0
SOC,Converse,COL,365,casual,0
SOC,Vans,COL,952,sport,1
VIN,Converse,NEU,387,casual,1
VIN,Converse,NEU,373,formal,1
FAS,New Balance,BLK,960,sport,0
SOC,Nike,WHT,606,sport,0
SOC,Vans,COL,235,sport,0
ESP,Nike,COL,292,sport,0
CAS,Adidas,WHT,110,sport,1
FAS,Converse,WHT,237,casual,0
CAS,Vans,NEU,788,casual,1
CAS,Adidas,BLK,210,sport,1
VIN,Adidas,BLK,254,casual,1
CAS,Nike,BLK,642,casual,1
SOC,Vans,COL,528,casual,0
CAS,Nike,NEU,860,formal,0
FAS,Converse,WHT,273,casual,1
FAS,Converse,BLK,208,sport,1
CAS,Nike,WHT,315,formal,0
VIN,Converse,BLK,860,formal,0
SOC,Vans,NEU,748,formal,1
SOC,Vans,COL,677,formal,0
SOC,Vans,COL,554,formal,1
FAS,Vans,WHT,464,casual,1
SOC,Converse,COL,932,casual,1
FAS,New Balance,WHT,201,formal,1
ESP,Vans,WHT,722,sport,0
ESP,Converse,NEU,178,casual,0
SOC,Vans,BLK,514,casual,0
FAS,Nike,NEU,958,formal,1
VIN,Vans,NEU,880,casual,0
